chr	position	value	color
2	7974735	2.124	b
2	8146378	0.087	b
2	8187186	0.559	b
2	8222730	0.379	b
2	8351997	0.99	b
2	8359442	0.647	b
2	8360244	0.295	b
2	8363833	0.295	b
2	8384696	0.213	b
2	8405200	0.021	b
2	8418882	0.13	b
2	8436321	0.798	b
2	8446275	0.798	b
2	8452649	0.353	b
2	8472376	0.952	b
2	8478920	0.798	b
2	8604614	0.041	b
2	8620449	0.453	b
2	8701147	0.349	b
2	8767929	0.109	b
2	8830499	0.066	b
2	8916320	0.053	b
2	9038820	0.12	b
2	9833693	1.613	b
2	9862911	0.367	b
2	9895671	0.606	b
2	9918357	0.135	b
2	9921551	0.107	b
2	9986969	0.048	b
2	10070295	0.107	b
2	10091313	0.107	b
2	10107430	0.554	b
2	10111081	0.554	b
2	10254803	1.424	b
2	10431352	0.482	b
2	11279192	0.504	b
2	11288703	0.504	b
2	12526796	0.181	b
2	12707446	0.104	b
2	12889803	0.094	b
2	13025513	0.039	b
2	13073424	0.314	b
2	13535036	0.239	b
2	15657202	0.073	b
2	16369949	0.674	b
2	16462001	0.49	b
2	16463449	0.378	b
2	16489697	0.378	b
2	16505949	0.378	b
2	16509924	0.378	b
2	16550625	0.49	b
2	16553938	0.378	b
2	16562181	0.256	b
2	16565156	0.377	b
2	16575041	0.378	b
2	16631305	0.378	b
2	16653431	0.274	b
2	16686172	0.378	b
2	16690903	0.306	b
2	16693989	0.378	b
2	16694517	0.274	b
2	16715174	0.378	b
2	16731621	0.087	b
2	16737748	0.378	b
2	16747380	0.378	b
2	16750630	0.378	b
2	16761665	0.459	b
2	16774718	0.274	b
2	16794964	0.378	b
2	16804070	0.274	b
2	16818846	0.378	b
2	16834579	0.274	b
2	16835753	0.274	b
2	16836991	0.274	b
2	16845755	0.378	b
2	16859040	0.378	b
2	16866201	0.378	b
2	16915946	0.203	b
2	16956860	0.378	b
2	16985014	0.866	b
2	16985238	0.866	b
2	17015132	0.748	b
2	17021141	0.866	b
2	17039957	0.639	b
2	17059854	0.084	b
2	17100096	0.079	b
2	17119860	0.008	b
2	17131663	0.207	b
2	17806840	0.259	b
2	17856300	0.543	b
2	17876676	0.4	b
2	17911646	0.254	b
2	17917389	0.133	b
2	17925875	0.254	b
2	17951793	0.428	b
2	17955985	0.428	b
2	17956172	0.22	b
2	17996596	0.8	b
2	18005490	0.486	b
2	18006942	0.964	b
2	18012934	0.735	b
2	18027883	0.272	b
2	18028033	0.185	b
2	18044289	0.185	b
2	18048338	0.272	b
2	18068593	0.849	b
2	18082342	0.849	b
2	18083230	0.768	b
2	18088254	0.713	b
2	18103031	0.768	b
2	18103691	0.849	b
2	18113851	0.768	b
2	18119987	0.849	b
2	18132656	0.998	b
2	18134168	0.58	b
2	18134859	0.745	b
2	18150975	0.132	b
2	18156008	0.091	b
2	18156690	0.375	b
2	18206763	0.745	b
2	18217362	0.745	b
2	18229539	0.734	b
2	18234494	0.745	b
2	18255285	0.542	b
2	18257424	0.493	b
2	18261790	0.745	b
2	18282734	0.444	b
2	18286739	0.745	b
2	18312440	0.022	b
2	18327070	0.022	b
2	18334065	0.022	b
2	18401372	0.476	b
2	18418887	0.158	b
2	18419577	0.024	b
2	18426979	0.927	b
2	18427069	0.037	b
2	18513442	0.135	b
2	18519357	0.105	b
2	18519468	0.148	b
2	18525995	0.148	b
2	18550440	0.035	b
2	18553765	0.204	b
2	18554556	0.148	b
2	18569025	0.33	b
2	18572577	0.33	b
2	18585517	0.024	b
2	18586543	0.148	b
2	18606411	0.031	b
2	18698390	0.47	b
2	18748704	0.28	b
2	18748790	0.442	b
2	18781818	0.261	b
2	18856279	0.64	b
2	18875137	0.118	b
2	18925524	0.706	b
2	19038552	1.743	b
2	19150184	0.716	b
2	19151123	0.716	b
2	19154354	0.569	b
2	19196558	0.86	b
2	19198231	0.86	b
2	19282479	0.35	b
2	19301221	0.916	b
2	19301859	0.916	b
2	19316065	0.51	b
2	19335791	0.916	b
2	19377666	0.12	b
2	19381891	1.014	b
2	19417759	1.014	b
2	19429307	0.581	b
2	19437080	0.916	b
2	19442247	1.014	b
2	19442756	1.014	b
2	19735285	0.218	b
2	19761699	0.358	b
2	19784348	0.107	b
2	19867494	0.278	b
2	19943924	0.257	b
2	20050544	0.356	b
2	20130156	0.101	b
2	20156728	0.324	b
2	20158504	0.2	b
2	20186511	0.14	b
2	20187767	0.14	b
2	20233705	1.161	b
2	20239867	0.039	b
2	20242848	0.144	b
2	20390669	0.923	b
2	20598616	1.271	b
2	20705205	0.843	b
2	20724093	2.119	b
2	20994870	0.041	b
2	21004912	0.062	b
2	21006552	0.05	b
2	21020040	0.022	b
2	21199676	1.022	b
2	21304101	0.878	b
2	21438373	0.111	b
2	21449832	0.656	b
2	21449916	0.656	b
2	21461388	0.329	b
2	21494936	0.026	b
2	21530847	0.026	b
2	21542274	0.026	b
2	21569894	0.04	b
2	21573692	0.026	b
2	21592163	0.026	b
2	21599552	0.026	b
2	21603110	0.248	b
2	21604983	0.154	b
2	21616387	0.19	b
2	21637080	0.033	b
2	21652259	0.033	b
2	21674106	0.036	b
2	21675359	0.055	b
2	21687788	0.055	b
2	21689608	0.042	b
2	21691279	0.042	b
2	21711624	0.12	b
2	21741916	0.422	b
2	21753371	0.422	b
2	21753512	0.108	b
2	21769014	0.422	b
2	21771971	0.837	b
2	21773006	0.422	b
2	21774824	0.837	b
2	21783460	0.072	b
2	21787006	0.837	b
2	21812565	0.12	b
2	21832878	0.134	b
2	21834986	0.422	b
2	21836769	0.303	b
2	21838138	0.035	b
2	21852220	0.483	b
2	21855365	0.422	b
2	21887041	0.422	b
2	21891036	0.462	b
2	21900648	0.637	b
2	21909044	0.637	b
2	21909152	0.637	b
2	21913611	0.637	b
2	21995665	0.462	b
2	22004881	0.422	b
2	22013636	0.082	b
2	22037839	0.285	b
2	22091228	0.285	b
2	22112784	0.026	b
2	22122535	0.026	b
2	22170066	0.466	b
2	22173283	0.65	b
2	22173397	0.466	b
2	22196520	0.466	b
2	22197524	0.037	b
2	22197675	0.037	b
2	22206115	0.186	b
2	22250136	0.086	b
2	22251304	0.503	b
2	22281148	0.05	b
2	22281282	0.05	b
2	22319936	0.05	b
2	22399886	0.152	b
2	22560275	0.392	b
2	22623558	1.877	b
2	22654720	0.417	b
2	22694803	0.199	b
2	23097961	0.852	b
2	23154841	0.695	b
2	23164012	0.135	b
2	23164748	0.082	b
2	23183430	0.064	b
2	23187497	0.096	b
2	23203534	0.557	b
2	23214292	0.894	b
2	23217148	0.174	b
2	23413202	0.102	b
2	23476678	0.03	b
2	23482816	0.03	b
2	23483057	0.272	b
2	23502982	0.027	b
2	23503443	0.03	b
2	23503498	0.03	b
2	23505542	0.854	b
2	23568359	2.556	b
2	23627317	0.08	b
2	23654788	0.176	b
2	23667201	0.26	b
2	23678860	1.099	b
2	23687660	0.31	b
2	23703646	0.26	b
2	23704043	0.298	b
2	23723040	0.226	b
2	23998025	0.006	b
2	24041006	0.028	b
2	24095865	0.074	b
2	24125694	0.675	b
2	24266155	0.583	b
2	24277870	0.279	b
2	24280174	0.192	b
2	24280588	0.221	b
2	24285993	0.189	b
2	24291906	0.079	b
2	24308976	0.576	b
2	24311100	0.496	b
2	24322649	0.757	b
2	24336190	0.164	b
2	24372060	0.036	b
2	24374789	0.036	b
2	24377123	0.581	b
2	24380187	0.731	b
2	24385108	0.866	b
2	24385155	0.798	b
2	24385480	0.619	b
2	24465597	0.263	b
2	24467981	0.147	b
2	24471665	0.446	b
2	24472830	0.213	b
2	24480406	0.155	b
2	24501204	0.394	b
2	24501242	0.417	b
2	24509563	0.059	b
2	24509906	0.482	b
2	24516201	0.001	b
2	24548697	0.63	b
2	24573784	0.014	b
2	24574307	0.182	b
2	24577493	0.029	b
2	24632060	0.12	b
2	24635933	0.398	b
2	24651145	0.258	b
2	24656394	0.643	b
2	24657179	0.793	b
2	24659407	0.452	b
2	24661085	0.601	b
2	24663153	0.164	b
2	24683065	0.487	b
2	24690328	0.052	b
2	24698131	0.219	b
2	24730903	0.131	b
2	24733355	0.042	b
2	24796750	0.083	b
2	25025348	0.058	b
2	25142507	0.091	b
2	25188084	0.592	b
2	25256463	0.577	b
2	25260131	0.66	b
2	25263195	1.045	b
2	25300587	0.081	b
2	25302232	0.047	b
2	25315511	0.182	b
2	25316341	0.149	b
2	25317966	0.182	b
2	25326328	0.912	b
2	25327124	0.912	b
2	25336193	0.606	b
2	25342557	0.465	b
2	25342774	0.813	b
2	25357684	0.053	b
2	25372978	2.456	b
2	25421124	0.243	b
2	25464312	0.072	b
2	25546610	0.227	b
2	25789318	0.72	b
2	25826176	0.077	b
2	25881883	0.243	b
2	25925231	0.11	b
2	26115847	1.59	b
2	26127297	1.433	b
2	26161117	1.647	b
2	26171874	1.647	b
2	26193945	1.469	b
2	26250173	2.436	b
2	26259616	1.441	b
2	26386587	0.058	b
2	26687594	0.436	b
2	27165750	1.222	b
2	28086991	0.283	b
2	28511076	0.113	b
2	28550110	0.224	b
2	29161692	0.582	b
2	29168904	0.582	b
2	29241049	0.516	b
2	29251164	0.516	b
2	30301950	0.397	b
2	30460265	0.463	b
2	31251589	0.89	b
2	32439575	0.629	b
2	32472831	0.499	b
2	32717923	0.961	b
2	32821353	0.475	b
2	32837819	0.053	b
2	32867463	0.381	b
2	32954833	0.232	b
2	32956634	0.248	b
2	32967258	0.067	b
2	33032421	0.824	b
2	33589016	0.177	b
2	33694040	0.972	b
2	34183062	0.195	b
2	34246248	0.219	b
2	34286775	0.545	b
2	34453710	0.594	b
2	34530583	0.986	b
2	34545657	0.594	b
2	34550328	0.362	b
2	34595364	0.377	b
2	34618969	0.378	b
2	34622586	0.554	b
2	34714877	1.134	b
2	34715174	1.134	b
2	34733365	0.121	b
2	34765553	1.389	b
2	34778720	0.913	b
2	34791891	0.913	b
2	34842174	1.137	b
2	34878010	2.099	b
2	34950005	1.561	b
2	34972935	0.724	b
2	35055208	0.842	b
2	35056974	0.811	b
2	35079741	1.046	b
2	35083816	0.914	b
2	35094160	0.736	b
2	35115068	0.78	b
2	35172413	0.752	b
2	35239399	0.132	b
2	35260073	1.223	b
2	35312241	0.663	b
3	547794	0.06	a
3	856644	0.309	a
3	903600	0.221	a
3	913488	0.239	a
3	923645	0.759	a
3	954160	0.121	a
3	983221	0.739	a
3	1007533	1.013	a
3	1144351	1.81	a
3	1283321	0.077	a
3	1292331	0.147	a
3	1305590	0.005	a
3	1359131	0.004	a
3	1365046	0.004	a
3	1395852	0.004	a
3	1452594	0.214	a
3	1483967	0.807	a
3	1489678	0.807	a
3	1503375	0.807	a
3	2728691	0.056	a
3	3420359	0.547	a
3	3429728	0.63	a
3	3447476	1.401	a
3	3555487	0.848	a
3	3600623	0.848	a
3	3601382	0.848	a
3	3641466	1.147	a
3	3694349	1.024	a
3	3810153	0.212	a
3	3898244	0.029	a
3	3957025	0.225	a
3	4111958	0.881	a
3	4320124	0.654	a
3	4326407	2.917	a
3	4380138	0.435	a
3	4392955	0.229	a
3	4430127	0.402	a
3	4449111	0.08	a
3	4465393	0.374	a
3	4501760	0.552	a
3	4502201	0.443	a
3	4679514	0.27	a
3	5113665	0.201	a
3	5355837	0.353	a
3	5388328	0.32	a
3	5392665	0.452	a
3	5714631	0.255	a
3	6011087	0.434	a
3	6409930	0.819	a
3	7386488	0.169	a
3	7407061	0.03	a
3	7622934	0.004	a
3	7629973	0.045	a
3	7637384	0.162	a
3	7672861	0.194	a
3	7698273	0.247	a
3	7706046	0.194	a
3	7748730	0.151	a
3	7801101	0.093	a
3	7805533	0.104	a
3	7810317	0.04	a
3	7824249	0.079	a
3	7870197	0.077	a
3	7883763	0.16	a
3	7906564	0.109	a
3	7910961	0.055	a
3	7917592	0.003	a
3	7943159	0.129	a
3	7956087	0.001	a
3	8002211	0.042	a
3	8187581	0.627	a
3	8201683	0.207	a
3	8210631	0.138	a
3	8236117	0.087	a
3	8274485	0.093	a
3	8330866	0.41	a
3	8341476	0.101	a
3	8351939	0.523	a
3	8576744	0.528	a
3	8670424	0.431	a
3	8710754	0.61	a
3	8790701	0.61	a
3	8811991	0.61	a
3	8813729	0.61	a
3	8975351	0.064	a
3	8984801	0.234	a
3	8991543	0.064	a
3	9121790	0.225	a
3	9173335	0.243	a
3	10131681	0.917	a
3	10335050	1.427	a
3	10348087	2.272	a
3	10367554	1.213	a
3	10374629	1.391	a
3	10526638	0.165	a
3	10537655	0.913	a
3	10575736	0.24	a
3	10727199	0.56	a
3	10744939	0.56	a
3	10758984	0.559	a
3	10849175	0.54	a
3	10856522	0.707	a
3	10856843	0.54	a
3	10936710	0.216	a
3	10940485	0.216	a
3	10948218	0.174	a
3	10973521	0.216	a
3	10980704	0.216	a
3	11017619	0.572	a
3	11032210	0.301	a
3	11045208	0.301	a
3	11082503	0.101	a
3	11129109	0.033	a
3	11136905	0.058	a
3	11166328	0.038	a
3	11176725	0.233	a
3	11179366	0.148	a
3	11186318	0.009	a
3	11190407	0.011	a
3	11195545	0.011	a
3	11220494	0.184	a
3	11280666	0.168	a
3	11280952	0.168	a
3	11294789	0.053	a
3	11385192	0.21	a
3	11401989	0.192	a
3	11411392	0.192	a
3	11412342	0.192	a
3	11413027	0.192	a
3	11432447	0.192	a
3	11441712	0.192	a
3	11442192	0.192	a
3	11560584	0.006	a
3	11575471	0.057	a
3	11578496	0.057	a
3	11605983	0.005	a
3	11670143	0.015	a
3	11696720	1.513	a
3	12630272	0.247	a
3	12673943	0.258	a
3	13139122	1.25	a
3	13155825	0.523	a
3	13211861	0.24	a
3	13214059	0.522	a
3	13221078	0.12	a
3	13251289	0.522	a
3	13356123	0.432	a
3	13647375	0.136	a
3	13662044	0.569	a
3	13676683	0.569	a
3	13854498	0.049	a
3	13863104	0.05	a
3	13889848	0.022	a
3	13904769	0.115	a
3	13921904	0.226	a
3	13923378	0.074	a
3	13934543	0.197	a
3	13995300	0.426	a
3	14011437	0.192	a
3	14022835	0.366	a
3	14087291	1.175	a
3	14096588	1.175	a
3	14122769	1.249	a
3	14136967	1.249	a
3	14203984	0.789	a
3	14225405	0.823	a
3	14385353	0.178	a
3	14477075	0.492	a
3	14486604	0.062	a
3	14517558	0.658	a
3	14665669	0.583	a
3	14725690	0.185	a
3	14795182	1.241	a
3	14810463	1.262	a
3	14824160	1.44	a
3	14829967	1.241	a
3	14840236	1.241	a
3	14865516	0.892	a
3	14885390	0.328	a
3	14908189	1.155	a
3	14932332	1.155	a
3	14958247	1.155	a
3	14969263	1.155	a
3	14983825	0.297	a
3	15007002	0.193	a
3	15015425	1.419	a
3	15041874	1.155	a
3	15045509	0.772	a
3	15048463	0.58	a
3	15098298	0.024	a
3	15127219	0.028	a
3	15136828	0.152	a
3	15156799	0.038	a
3	15160938	0.409	a
3	15180909	0.377	a
3	15184032	0.691	a
3	15191092	0.377	a
3	15197274	0.377	a
3	15197587	0.377	a
3	15198916	0.691	a
3	15213167	0.697	a
3	15217498	0.691	a
3	15224043	0.691	a
3	15228801	0.007	a
3	15234274	2.226	a
3	15236798	0.854	a
3	15249062	0.821	a
3	15254800	0.821	a
3	15266744	0.138	a
3	15271353	0.825	a
3	15289576	0.506	a
3	15293332	0.691	a
3	15304241	0.825	a
3	15309686	0.153	a
3	15315022	0.069	a
3	15317496	0.172	a
3	15321773	0.506	a
3	15331467	0.506	a
3	15336300	0.989	a
3	15344687	0.825	a
3	15347078	0.007	a
3	15351329	0.951	a
3	15354531	0.751	a
3	15357883	0.071	a
3	15361851	1.058	a
3	15374765	0.435	a
3	15386390	0.007	a
3	15389228	0.436	a
3	15393017	0.132	a
3	15406184	0.031	a
3	15421052	0.235	a
3	15429662	0.007	a
3	15495898	2.159	a
3	15606419	0.824	a
3	15633724	0.929	a
3	15670176	0.929	a
3	15680060	0.017	a
3	15684172	1.497	a
3	15691052	0.017	a
3	15710476	0.572	a
3	15808817	1.121	a
3	15814592	1.121	a
3	15825986	1.121	a
3	15843047	1.121	a
3	15848089	0.219	a
3	15853842	0.219	a
3	15857500	0.219	a
3	15876486	1.121	a
3	15913967	0.219	a
3	15925015	0.219	a
3	16019542	0.456	a
3	16037387	0.159	a
3	16044246	0.159	a
3	16049827	0.159	a
3	16053788	0.465	a
3	16084201	0.304	a
3	16114077	0.304	a
3	16141735	0.412	a
3	16153458	0.234	a
3	16160056	0.412	a
3	16163260	0.412	a
3	16182911	0.812	a
3	16188865	0.812	a
3	16204937	0.234	a
3	16220910	0.5	a
3	16226447	0.812	a
3	16243356	0.057	a
3	16246504	0.812	a
3	16272273	1.245	a
3	16296901	0.039	a
3	16311485	0.427	a
3	16312671	0.408	a
3	16315052	0.592	a
3	16344617	2.029	a
3	16353638	0.281	a
3	16365307	1.432	a
3	16379905	0.4	a
3	16414867	1.219	a
3	16417332	1.219	a
3	16423469	0.161	a
3	16445148	0.397	a
3	16453327	0.244	a
3	16502065	0.468	a
3	16509710	0.978	a
3	16512578	2.012	a
3	16514678	0.503	a
3	16517492	1.364	a
3	16518477	0.325	a
3	16521202	1.213	a
3	16523365	1.218	a
3	16527040	0.964	a
3	16528109	0.457	a
3	16528926	0.457	a
3	16551548	0.964	a
3	16563679	0.161	a
3	16597490	1.316	a
3	16617353	0.562	a
3	16622491	0.562	a
3	16633614	0.587	a
3	16636356	0.98	a
3	16641945	0.015	a
3	16690890	2.304	a
3	16817924	1.2	a
3	16879942	0.288	a
3	17177527	1.996	a
3	17241071	0.492	a
3	17391114	0.288	a
3	17456944	1.088	a
3	17555538	0.102	a
3	17563846	0.873	a
3	17820736	0.158	a
3	17823695	0.158	a
3	17859805	0.074	a
3	17916257	0.295	a
3	17919063	0.158	a
3	17932155	0.158	a
3	17936156	0.158	a
3	17949677	0.158	a
3	17952954	0.087	a
3	17978440	0.158	a
3	18013687	0.158	a
3	18041029	0.158	a
3	18041641	0.158	a
3	18056669	0.157	a
3	18058942	0.089	a
3	18080497	0.074	a
3	18151347	0.158	a
3	18163147	0.158	a
3	18168074	0.518	a
3	18169189	0.158	a
3	18186314	0.158	a
3	18196323	0.158	a
3	18223073	0.014	a
3	18224470	0.434	a
3	18244436	0.014	a
3	18246909	0.014	a
3	18253892	0.356	a
3	18277811	0.014	a
3	18283494	0.014	a
3	18339826	0.168	a
3	18346406	0.168	a
3	18353472	0.231	a
3	18381318	0.168	a
3	18386903	0.168	a
3	18387481	0.168	a
3	18392774	0.168	a
3	18445283	0.168	a
3	18494186	0.487	a
3	18562104	0.168	a
3	18564305	0.487	a
3	18624519	0.307	a
3	18678702	0.179	a
3	18744696	0.02	a
3	18758585	0.02	a
3	18781658	0.307	a
3	18782900	0.307	a
3	18782913	0.307	a
3	18794959	0.02	a
3	18803494	0.02	a
3	18805239	0.02	a
3	18808857	0.02	a
3	18824388	0.018	a
3	18867800	0.02	a
3	18879619	0.028	a
3	18920350	0.055	a
3	18946592	0.133	a
3	18964984	0.02	a
3	18992805	0.076	a
3	18994075	0.307	a
3	18998583	0.02	a
3	19001718	0.125	a
3	19018535	0.307	a
3	19034582	0.31	a
3	19035442	0.253	a
3	19076269	0.022	a
3	19085382	0.031	a
3	19109143	0.388	a
3	19115750	0.02	a
3	19152956	0.208	a
3	19180790	0.02	a
3	19211386	0.02	a
3	19220050	0.02	a
3	19224463	0.138	a
3	19226372	0.02	a
3	19228032	0.307	a
3	19248000	0.031	a
3	19263862	0.248	a
3	19291625	0.02	a
3	19333509	0.307	a
3	19342326	0.13	a
3	19355068	0.02	a
3	19377591	0.02	a
3	19427697	0.307	a
3	19437979	0.02	a
3	19451347	0.012	a
3	19524243	0.02	a
3	19528227	0.02	a
3	19531400	0.02	a
3	19537924	0.307	a
3	19590277	0.201	a
3	19606053	0.02	a
3	19617438	0.02	a
3	19625485	0.02	a
3	19677813	0.041	a
3	19702611	0.307	a
3	19709451	0.307	a
3	19720893	0.157	a
3	19727807	0.312	a
3	19732720	0.687	a
3	19792855	0.307	a
3	19802323	0.307	a
3	19805332	0.307	a
3	19808340	0.307	a
3	19814346	0.307	a
3	19816315	0.307	a
3	19822119	0.307	a
3	19834028	0.307	a
3	19842808	0.02	a
3	19862740	0.02	a
3	19871091	0.02	a
3	19896844	0.02	a
3	19900506	0.02	a
3	19907878	0.307	a
3	19917218	0.02	a
3	19919528	0.307	a
3	19925812	0.02	a
3	19933995	0.02	a
3	19934924	0.228	a
3	19937518	0.02	a
3	19938189	0.307	a
3	19988932	0.02	a
3	20023267	0.02	a
3	20032246	0.02	a
3	20034613	0.02	a
3	20036978	0.02	a
3	20065857	0.307	a
3	20077851	0.307	a
3	20079938	0.307	a
3	20128329	0.02	a
3	20155526	0.02	a
3	20158595	0.613	a
3	20160216	0.02	a
3	20166416	0.02	a
3	20167601	0.307	a
3	20169691	0.02	a
3	20222614	0.024	a
3	20289925	0.02	a
3	20312809	0.02	a
3	20353918	0.02	a
3	20388587	0.02	a
3	20425153	0.02	a
3	20441773	0.02	a
3	20498056	0.02	a
3	20501213	0.02	a
3	20507790	0.02	a
3	20509520	0.02	a
3	20539437	0.307	a
3	20551314	0.02	a
3	20551665	0.02	a
3	20599299	0.02	a
3	20662037	0.275	a
3	20738513	0.384	a
3	20741233	0.02	a
3	20752611	0.307	a
3	20757801	0.02	a
3	20758396	0.307	a
3	20774573	0.307	a
3	20782474	0.02	a
3	20791815	0.02	a
3	20817173	0.02	a
3	20836342	0.02	a
3	20876210	0.286	a
3	21162498	0.252	a
3	22293304	0.115	a
3	22300995	0.453	a
3	22487053	0.337	a
3	22944501	0.21	a
3	23671962	0.223	a
3	23946794	0.909	a
3	25227275	0.277	a
3	25243819	0.14	a
3	25291922	0.058	a
3	25311004	0.174	a
3	25346333	0.002	a
3	25352639	0.174	a
3	25382805	0.028	a
3	25392254	0.028	a
3	25397477	0.725	a
3	25399188	0.325	a
3	25411024	0.325	a
3	25466874	0.112	a
3	25548232	0.347	a
3	25551970	0.028	a
3	25556321	0.028	a
3	25583924	0.028	a
3	25602359	0.028	a
3	25608433	0.028	a
3	25631380	0.174	a
3	25651986	0.012	a
3	25693080	0.012	a
3	25726051	0.168	a
3	25726069	0.012	a
3	25732626	0.055	a
3	25738277	0.055	a
3	25739539	0.174	a
3	25740841	0.174	a
3	25743204	0.055	a
3	25746912	0.012	a
3	25755569	0.055	a
3	25756758	0.174	a
3	25822829	0.174	a
3	25822993	0.012	a
3	25829985	0.055	a
3	25836727	0.012	a
3	25871283	0.003	a
3	25875726	0.136	a
3	25879372	0.136	a
3	25885134	0.174	a
3	25915064	0.006	a
3	25918640	0.18	a
3	25936311	0.18	a
3	25939914	0.18	a
3	25968603	0.149	a
3	26388391	0.386	a
3	26546540	0.185	a
3	26549375	0.935	a
3	26970524	0.079	a
3	26976823	0.032	a
3	26981235	0.032	a
3	27004991	0.032	a
3	27012362	0.032	a
3	27013710	0.032	a
3	27022060	0.032	a
3	27029693	0.032	a
3	27278930	0.112	a
3	27288482	0.117	a
3	27445107	0.515	a
3	27965779	0.09	a
3	27967246	0.375	a
3	28006290	0.126	a
3	29048453	0.204	a
3	31911408	0.474	a
3	33013115	0.06	a
3	33141609	1.732	a
3	33454006	0.237	a
3	34506154	0.205	a
3	34825302	0.112	a
3	35152961	0.483	a
3	35261518	0.262	a
3	35289239	0.135	a
3	35330997	0.463	a
3	35345999	0.734	a
3	35351381	1.147	a
3	35357147	0.463	a
3	35357575	0.463	a
3	35377831	0.854	a
3	35741158	0.325	a
3	35742348	0.395	a
3	35821007	0.457	a
3	35860682	0.266	a
4	7638	1.234	b
4	15755	0.002	b
4	27905	1.793	b
4	76368	0.121	b
4	156677	0.888	b
4	157327	1.151	b
4	167336	1.151	b
4	198724	1.151	b
4	212070	0.566	b
4	252401	0.589	b
4	269861	0.485	b
4	285422	0.796	b
4	291402	0.326	b
4	298439	0.589	b
4	309885	0.02	b
4	319460	0.589	b
4	324990	1.182	b
4	331975	1.434	b
4	350953	0.456	b
4	352702	1.572	b
4	355993	1.613	b
4	379298	0.103	b
4	388392	0.399	b
4	403961	0.401	b
4	441050	0.181	b
4	491867	0.006	b
4	523461	0.006	b
4	576743	0.066	b
4	596766	0.352	b
4	611108	0.357	b
4	625830	0.013	b
4	634557	0.137	b
4	638356	0.13	b
4	640296	0.112	b
4	640578	0.011	b
4	648008	0.002	b
4	651503	0.235	b
4	667510	0.107	b
4	667781	0.168	b
4	691194	0.506	b
4	696455	0.483	b
4	703448	0.49	b
4	711091	0.539	b
4	728751	0.975	b
4	771631	0.082	b
4	778097	0.005	b
4	781249	0.49	b
4	804121	0.082	b
4	855270	0.138	b
4	893960	0.703	b
4	898051	0.376	b
4	903699	0.185	b
4	917841	0.331	b
4	947977	0.324	b
4	958697	1.244	b
4	958957	0.673	b
4	968463	0.844	b
4	979099	0.319	b
4	1045496	0.273	b
4	1045567	0.004	b
4	1045974	0.004	b
4	1048540	0.023	b
4	1068691	0.18	b
4	1072742	0.141	b
4	1142836	0.234	b
4	1150583	0.227	b
4	1197809	0.691	b
4	1200762	1.122	b
4	1203187	0.595	b
4	1203235	0.094	b
4	1220566	0.06	b
4	1222926	0.731	b
4	1225714	0.33	b
4	1247772	0.576	b
4	1252149	0.046	b
4	1278254	0.039	b
4	1290092	0.063	b
4	1319050	0.204	b
4	1331088	0.613	b
4	1378594	0.191	b
4	1381873	0.44	b
4	1417618	0.01	b
4	1483238	0.435	b
4	1597588	0.155	b
4	1607312	0.186	b
4	1609816	0.919	b
4	1613638	0.843	b
4	1626615	0.187	b
4	1635549	0.668	b
4	1640747	0.639	b
4	1642507	0.648	b
4	1643694	0.131	b
4	1644938	0.213	b
4	1674998	0.47	b
4	1675866	0.03	b
4	1678091	0.145	b
4	1682268	0.128	b
4	1702357	0.147	b
4	1704503	0.647	b
4	1704588	0.866	b
4	1711616	0.33	b
4	1717174	0.447	b
4	1731787	0.847	b
4	1735992	1.556	b
4	1758060	0.124	b
4	1763108	0.216	b
4	1766505	0.139	b
4	1780760	0.054	b
4	1822637	0.163	b
4	1844528	0.301	b
4	1850085	0.054	b
4	1858762	0.425	b
4	1868377	1.49	b
4	1874848	0.397	b
4	1881814	0.001	b
4	1885109	0.28	b
4	1894704	1.792	b
4	1898087	0.001	b
4	1906660	0.665	b
4	1910904	0.28	b
4	1943328	0.902	b
4	1968267	0.344	b
4	1978400	0.818	b
4	1980566	0.108	b
4	2039859	0.053	b
4	2076468	0.59	b
4	2085116	0.436	b
4	2105874	0.029	b
4	2112335	0.053	b
4	2113192	0.082	b
4	2115856	0.362	b
4	2204469	0.185	b
4	2215107	0.299	b
4	2222668	0.135	b
4	2241064	0.488	b
4	2279786	0.45	b
4	2283845	0.76	b
4	2365466	0.249	b
4	2373422	1.092	b
4	2376732	0.063	b
4	2388000	1.092	b
4	2406136	0.098	b
4	2412081	0.025	b
4	2439215	0.055	b
4	2440847	0.055	b
4	2443531	0.155	b
4	2460407	0.085	b
4	2462621	0.097	b
4	2483728	0.523	b
4	2499085	0.054	b
4	2513026	0.67	b
4	2513139	0.214	b
4	2516129	0.537	b
4	2519649	1.014	b
4	2520115	1.014	b
4	2520332	1.046	b
4	2533824	0.049	b
4	2540189	0.114	b
4	2596397	0.114	b
4	2601529	0.467	b
4	2643467	1.413	b
4	2746461	0.375	b
4	2748621	0.218	b
4	2754662	0.287	b
4	2765395	0.637	b
4	2777505	0.268	b
4	2795352	0.226	b
4	2801339	0.173	b
4	2802566	0.637	b
4	2805889	0.891	b
4	2812398	0.086	b
4	2820287	0.25	b
4	2829586	0.373	b
4	2850601	0.116	b
4	2854586	0.002	b
4	2855000	0.031	b
4	2874413	0.104	b
4	2874987	0.164	b
4	2879706	0.179	b
4	2883735	0.948	b
4	2895537	0.691	b
4	2897278	0.785	b
4	2939070	0.195	b
4	2945069	0.164	b
