chrX	posX	chrY	posY	color
11	1658000	Chr07	9248707	5.114
4	1228000	Chr04	585365	23.961
9	9369000	Chr11	5372575	7.797
3	22493000	Chr03	21455593	26.958
1	24563000	Chr01	24571743	13.374
1	20345000	Chr01	20244810	6.174
12	10802000	Chr06	16506811	29.831
8	5738000	Chr08	5779097	7.342
1	8382000	Chr05	17646977	5.378
2	16208000	Chr02	17204682	13.238
5	22565000	Chr05	22571935	40
8	5394000	Chr08	5727870	28.497
6	22115000	Chr03	16361393	20.451
1	42250000	Chr01	42295163	22.377
4	23501000	Chr04	28750032	5.574
4	4425000	Chr04	4560353	40
9	9940000	Chr09	9681532	40
3	35142000	Chr03	35207236	33.043
1	40471000	Chr05	21148504	5.286
1	6532000	Chr01	6593662	25.189
8	20623000	Chr08	20366571	19.99
11	23401000	Chr11	23641880	19.561
5	28191000	Chr05	28392503	5.234
4	22610000	Chr02	25991191	5.667
1	0	Chr01	412405	21.989
9	9520000	Chr01	30917445	6.018
4	804000	Chr04	922898	20.711
5	18411000	Chr05	18477723	11.625
2	33751000	Chr09	5341682	5.533
2	30571000	Chr05	21567299	27.689
1	31035000	Chr01	31004908	40
11	26463000	Chr11	26498143	23.204
8	3974000	Chr08	3956087	6.21
6	21718000	Chr06	21854184	14.872
5	27962000	Chr05	28048642	18.088
8	14450000	Chr08	16310906	19.179
3	16915000	Chr12	12957252	13.991
2	6823000	Chr02	6783595	15.319
3	21239000	Chr08	2516658	40
4	22445000	Chr02	26071064	7.292
9	6587000	Chr09	6272460	33.415
9	18580000	Chr09	18740598	30.228
11	7502000	Chr11	7217018	9.318
1	30078000	Chr05	18995072	13.254
3	27785000	Chr03	28374231	10.881
11	17015000	Chr11	17117989	16.685
6	18152000	Chr10	3929915	5.578
9	9369000	Chr09	20059278	6.94
5	6734000	Chr05	6696024	15.755
11	25261000	Chr11	24733315	5.437
1	33618000	Chr01	31494261	13.633
9	7828000	Chr05	5316506	5.017
1	19517000	Chr01	20244825	26.346
7	4008000	Chr03	21064744	6.759
1	32325000	Chr05	9693626	5.821
3	22886000	Chr02	7355017	13.405
1	600000	Chr04	28459665	21.978
6	1680000	Chr10	10963043	5.932
9	7090000	Chr04	7042779	6.126
4	22610000	Chr07	6035730	6.446
3	266000	Chr03	271256	34.118
6	3292000	Chr06	3316405	31.264
1	20558000	Chr06	27926466	6.517
10	11893000	Chr10	11907472	17.403
6	2326000	Chr06	2353550	39.565
1	33843000	Chr01	34503449	21.262
3	17189000	Chr11	959740	11.359
9	10748000	Chr12	12793152	7.073
4	23501000	Chr08	2765476	5.577
5	16250000	Chr03	1641523	6.365
3	2330000	Chr03	2395723	26.245
9	7961000	Chr12	26345220	11.344
4	31632000	Chr04	31704069	6.132
4	13625000	Chr04	7083301	19.68
1	32897000	Chr01	32722365	15.728
6	2742000	Chr06	2733361	23.932
6	28969000	Chr09	10836818	5.4
6	25624000	Chr03	7652137	5.155
9	9520000	Chr09	3938502	5.099
9	942000	Chr09	4988096	7.99
12	12065000	Chr02	28453260	5.233
3	17189000	Chr07	137287	12.503
1	36271000	Chr01	35006541	6.903
5	10351000	Chr05	9693583	40
3	29654000	Chr03	27690376	5.317
1	32719000	Chr01	32722377	28.739
3	23805000	Chr03	23510920	8.26
11	7668000	Chr07	21591214	15.766
2	6236000	Chr02	6533093	22.705
6	5045000	Chr03	26169319	26.965
8	4238000	Chr08	4723010	5.568
4	32003000	Chr07	19786532	30.759
3	26731000	Chr02	19429182	11.236
11	23731000	Chr11	23872966	40
5	21438000	Chr06	8254214	5.193
10	9357000	Chr07	20331302	23.621
9	8726000	Chr10	18707089	5.944
5	17438000	Chr01	26249209	8.176
11	703000	Chr11	1135300	26.409
12	19849000	Chr12	19853028	28.583
5	21427000	Chr08	3324371	6.42
1	36271000	Chr03	26709626	12.926
6	1207000	Chr06	1434217	24.632
1	12088000	Chr06	7942297	5.298
5	17177000	Chr01	11767898	5.485
1	42070000	Chr01	42146746	26.918
2	33452000	Chr05	20039654	7.202
5	10351000	Chr05	9693564	27.533
2	20675000	Chr02	28723012	9.143
1	24768000	Chr01	24756926	6.214
1	1951000	Chr04	30692301	30.689
12	7654000	Chr12	15506471	5.16
6	2766000	Chr04	27176464	5.227
4	804000	Chr04	989467	23.247
11	21756000	Chr11	21220674	7.613
5	17177000	Chr02	8160139	6.217
8	4067000	Chr01	28186755	5.803
3	7878000	Chr03	8419591	12.345
3	10973000	Chr03	11144242	19.04
2	16460000	Chr02	17962825	10.37
1	30155000	Chr01	30086016	27.969
9	7828000	Chr01	27490277	6.67
1	30891000	Chr01	31169885	27.177
9	19550000	Chr09	19676138	26.668
1	14363000	Chr01	14437516	33.86
11	17803000	Chr06	24015178	5.09
9	10018000	Chr05	26049368	5.799
11	24715000	Chr11	24778683	17.466
8	3460000	Chr08	3489740	13.675
11	10094000	Chr12	5874347	5.574
3	266000	Chr03	272173	23.563
10	12974000	Chr05	22052691	16.345
2	9598000	Chr02	9902524	31.894
3	6597000	Chr04	25235817	5.899
2	8015000	Chr06	6130778	12.84
7	8757000	Chr07	9188123	26.815
12	7654000	Chr10	589327	19.276
12	19849000	Chr12	17920731	5.075
10	22869000	Chr10	22551892	8.537
2	34509000	Chr02	34515720	16.515
11	17514000	Chr06	22055604	5.389
9	9520000	Chr09	12234090	6.233
5	2185000	Chr05	2227126	22.342
12	24156000	Chr12	24696385	12.098
4	13625000	Chr04	13768433	17.393
1	37961000	Chr08	18875857	5.276
12	14677000	Chr12	15261893	30.199
10	20825000	Chr03	10918063	6.567
11	800000	Chr11	849216	8.822
4	30614000	Chr04	31352300	5.866
7	1191000	Chr07	1828730	14.738
3	7878000	Chr03	8598628	16.946
6	2766000	Chr06	2831268	35.23
7	26328000	Chr07	26547227	17.783
10	15698000	Chr10	16132772	6.927
5	21090000	Chr02	3226021	12.169
5	18971000	Chr09	7237231	5.894
3	26731000	Chr03	25990315	20.07
4	31168000	Chr04	31318603	29.156
3	29953000	Chr04	34160894	4.944
11	0	Chr11	108562	12.152
2	8999000	Chr02	9902508	21.714
9	9520000	Chr09	13181213	7.994
1	23625000	Chr01	23636761	12.024
2	30620000	Chr02	30727512	21.594
3	21239000	Chr02	31900754	17.099
7	16666000	Chr01	40301392	9.21
5	18971000	Chr05	18806343	22.993
5	6214000	Chr10	2696369	40
9	8514000	Chr10	15109195	7.408
8	5394000	Chr10	14726004	15.569
3	22622000	Chr03	18882144	22.847
6	22233000	Chr06	22825817	14.675
10	14464000	Chr10	16917234	7.711
4	23006000	Chr05	21707905	5.368
9	6748000	Chr01	23535661	8.996
9	20063000	Chr05	8062260	5.399
5	21417000	Chr06	15708938	14.157
9	8988000	Chr01	36601801	20.962
11	21254000	Chr11	21960363	27.655
9	9369000	Chr05	26930034	8.911
9	8988000	Chr08	24422374	10.386
9	6901000	Chr09	2187747	16.124
7	16666000	Chr04	26340257	11.409
1	42958000	Chr04	7314169	38.941
6	28654000	Chr06	28981074	6.971
9	1319000	Chr09	1226371	18.81
1	38368000	Chr02	32206250	4.991
1	5920000	Chr01	5988831	10.453
4	32757000	Chr04	33305216	23.168
6	2297000	Chr06	2388089	17.933
8	4067000	Chr08	6719111	5.459
12	24890000	Chr12	25411196	8.021
5	16828000	Chr05	16960380	39.51
2	18132000	Chr02	15727528	6.469
4	23006000	Chr09	11261854	7.006
6	1367000	Chr06	981644	7.652
3	35803000	Chr03	35864568	13.034
4	23245000	Chr04	23197898	12.086
6	13725000	Chr06	16149326	19.103
2	16555000	Chr02	17509083	23.847
10	1266000	Chr10	1778345	23.749
1	5489000	Chr01	5478146	5.235
9	7828000	Chr12	24562766	5.32
9	5631000	Chr09	4544433	7.457
3	266000	Chr03	268214	39.604
10	18819000	Chr10	18875115	20.035
2	34591000	Chr02	34608739	10.348
3	9243000	Chr03	8890314	13.514
3	22622000	Chr03	269624	5.289
10	22376000	Chr10	22377822	37.945
3	18076000	Chr07	3622887	6.137
3	28670000	Chr03	29510276	9.418
8	20717000	Chr01	4205312	6.394
9	20212000	Chr09	20162099	7.281
4	520000	Chr11	26513459	15.61
1	40641000	Chr01	39220561	5.35
1	14363000	Chr01	13817412	9.867
9	8961000	Chr02	2068869	35.713
6	26269000	Chr03	28469682	24.11
2	10189000	Chr04	31568620	14.439
9	1319000	Chr09	3976171	14.701
11	11918000	Chr11	11666239	40
9	10748000	Chr09	20400976	5.566
1	33843000	Chr02	13972159	28.837
5	4776000	Chr05	4801531	24.235
11	23052000	Chr11	22655733	9.332
3	21239000	Chr03	22163467	19.842
5	21438000	Chr11	682643	12.9
11	22049000	Chr11	22019034	15.892
3	23484000	Chr03	23417698	14.879
9	9940000	Chr09	9824707	23.699
3	29008000	Chr03	29198155	5.906
6	19866000	Chr06	20753712	25.517
3	7878000	Chr03	8395332	10.591
4	22445000	Chr08	3012659	8.704
10	22595000	Chr10	22579359	21.23
9	6605000	Chr02	5219649	5.807
11	2474000	Chr11	2556351	34.245
7	20114000	Chr05	6730010	6.873
4	21540000	Chr04	21372155	22.796
3	16417000	Chr03	15931727	7.942
5	8268000	Chr01	5074299	5.366
2	16208000	Chr02	16401890	39.009
12	19189000	Chr12	19433949	24.045
3	2721000	Chr03	2566049	20.082
1	41822000	Chr01	42098812	14.064
5	14421000	Chr05	9693546	14.907
6	8765000	Chr06	8667627	28.282
12	16258000	Chr12	10080935	10.165
6	3364000	Chr09	19457823	6.339
9	9520000	Chr01	42109160	6.123
10	5465000	Chr10	7449867	25.617
10	18819000	Chr10	18875717	26.336
2	20526000	Chr02	22354747	5.681
2	15886000	Chr02	16016437	16.678
10	22910000	Chr10	23100098	23.174
5	27875000	Chr04	25309108	5.251
11	27839000	Chr11	27222137	10.272
7	121000	Chr07	138319	7.767
9	0	Chr09	1226363	6.279
9	9369000	Chr10	9002871	8.563
11	10686000	Chr11	11025416	14.57
11	17015000	Chr02	4802163	6.214
1	37836000	Chr10	5698111	5.772
3	25394000	Chr03	25482062	30.028
2	6236000	Chr11	5885077	17.508
4	23006000	Chr07	11546413	6.21
6	26269000	Chr03	14465228	14.641
8	17420000	Chr08	17537718	17.527
7	28412000	Chr08	1707633	7.212
8	5394000	Chr10	14725594	20.579
6	27920000	Chr06	27932597	9.253
3	2640000	Chr03	2662417	26.988
12	14677000	Chr12	14747910	18.564
8	27165000	Chr09	21696470	5.303
6	21497000	Chr12	13880825	5.832
6	25213000	Chr06	25295950	19.427
1	5375000	Chr01	5400172	19.899
11	7585000	Chr11	21555721	14.786
2	2095000	Chr12	14719689	8.492
5	18971000	Chr10	19927901	6.894
6	5362000	Chr08	13946025	10.653
11	7820000	Chr08	28389921	9.891
7	23190000	Chr07	23781896	13.426
3	17376000	Chr03	17421141	14.325
3	266000	Chr03	271034	29.797
3	368000	Chr03	270737	13.373
6	5045000	Chr06	5050910	32.542
4	24215000	Chr04	24248372	14.772
12	12065000	Chr12	15829074	20.487
3	25974000	Chr03	26514498	11.516
9	8619000	Chr08	9210460	4.959
12	24110000	Chr05	4720080	5.591
10	2637000	Chr10	3439683	25.23
3	32282000	Chr03	32607201	37.524
3	266000	Chr03	271498	23.266
9	22395000	Chr09	22612990	11.406
3	18076000	Chr03	22482867	11.616
11	18947000	Chr11	19029493	34.339
1	31654000	Chr01	30939516	15.067
9	6067000	Chr02	6995444	9.928
8	27827000	Chr08	27754669	9.063
6	26269000	Chr06	26462050	19.055
4	26298000	Chr03	1846883	9.518
5	16164000	Chr08	3818940	5.653
2	29593000	Chr02	29602589	12.348
11	22606000	Chr07	8048118	21.61
3	33894000	Chr03	34317613	8.095
11	1658000	Chr05	20409162	5.359
3	266000	Chr03	271513	30.148
2	20526000	Chr08	24282241	5.301
9	21794000	Chr07	13123619	5.734
10	5368000	Chr10	9167570	11.875
4	22012000	Chr06	26460936	5.959
7	17339000	Chr07	17414048	10.758
2	20108000	Chr02	20167780	27.309
9	10833000	Chr03	22585167	5.344
9	8160000	Chr09	20653614	15.085
1	20558000	Chr01	20824408	40
6	29520000	Chr06	27550226	5.476
8	2785000	Chr08	2807402	17.973
1	27998000	Chr01	28086855	24.879
12	22051000	Chr05	25145167	8.833
3	266000	Chr03	270767	19.969
7	2112000	Chr07	1896983	21.019
7	121000	Chr07	136863	18.037
3	266000	Chr03	270769	28.494
3	13768000	Chr03	13949184	19.049
6	19578000	Chr06	20784423	12.303
9	19270000	Chr09	19292489	26.95
4	804000	Chr04	441670	23.449
12	11779000	Chr05	20250022	8.105
8	7862000	Chr08	5990397	13.189
1	32178000	Chr01	32282006	15.668
5	10351000	Chr01	3582749	6.543
9	7828000	Chr08	19613241	13.288
9	19550000	Chr09	20083738	5.237
11	17015000	Chr11	17082754	16.55
1	566000	Chr01	531160	14.543
8	5394000	Chr08	5607912	20.645
1	6598000	Chr06	2773712	5.742
3	16185000	Chr03	21353325	7.793
11	11918000	Chr12	22333759	23.312
5	21438000	Chr01	9312047	6.465
5	26841000	Chr05	26925539	33.268
7	8757000	Chr07	8988966	19.621
4	30565000	Chr01	29134932	6.324
9	942000	Chr09	3963937	19.431
9	8726000	Chr07	6035722	12.2
4	13948000	Chr08	6253170	6.227
10	22869000	Chr10	22934561	25.741
9	4353000	Chr09	4590345	6.972
6	4023000	Chr06	4865142	11.587
2	16093000	Chr02	20514476	5.557
5	2333000	Chr02	34220322	7.511
11	17514000	Chr05	16618065	6.023
11	703000	Chr03	1546995	8.101
11	800000	Chr11	1199096	18.428
11	20557000	Chr11	20676133	30.736
12	10761000	Chr12	10447390	16.598
6	5362000	Chr12	25218712	5.629
5	14421000	Chr05	13377100	19.631
7	21297000	Chr06	24074544	5.507
2	18132000	Chr02	18546522	12.008
5	2402000	Chr05	962832	5.901
2	16555000	Chr02	17073419	9.331
10	2302000	Chr10	1778356	27.856
2	15864000	Chr02	16220113	26.185
5	5253000	Chr05	4896434	6.988
1	1076000	Chr01	177941	7.88
8	4067000	Chr08	4078449	29.092
11	7953000	Chr11	8830339	34.739
11	18947000	Chr07	4112282	20.807
9	8514000	Chr04	19468666	6.384
4	23006000	Chr03	3334072	8.348
5	21417000	Chr05	21394319	22.242
5	21438000	Chr07	1752977	5.392
3	368000	Chr02	7329179	6.66
11	5447000	Chr03	1393792	5.621
1	34683000	Chr06	9445676	15.585
1	3518000	Chr01	3487177	17.028
4	1820000	Chr04	1716004	12.465
2	15864000	Chr04	27176443	10.378
9	18930000	Chr09	18908494	12.536
6	3133000	Chr06	3130767	17.773
5	28191000	Chr05	28516636	18.383
8	5841000	Chr11	9792785	16.534
9	21279000	Chr09	21305378	10.933
2	981000	Chr11	336271	15.876
4	23844000	Chr04	24110668	7.207
12	26429000	Chr05	28808974	14.358
1	31957000	Chr01	32025690	32.99
6	26269000	Chr01	26704052	13.261
8	15358000	Chr09	12088352	14.408
4	18197000	Chr04	18575776	40
1	30194000	Chr01	30455403	24.323
6	7092000	Chr06	7108357	32.38
2	4263000	Chr02	4371159	23.839
1	20479000	Chr01	20604161	18.711
1	32107000	Chr01	32121327	7.776
3	17376000	Chr03	22346104	10.397
5	22065000	Chr01	14517155	6.496
9	4353000	Chr09	4389547	22.908
6	3952000	Chr06	3343331	24.497
9	1319000	Chr09	4349405	34.853
2	15864000	Chr02	17987152	21.482
1	31703000	Chr01	31746972	32.677
4	17160000	Chr04	17677407	40
6	23125000	Chr06	23309167	10.994
6	5362000	Chr06	5789221	5.245
7	0	Chr07	137353	25.387
11	7953000	Chr11	8422948	31.213
1	10925000	Chr01	10689348	23.997
4	5821000	Chr08	19624774	6.093
1	33843000	Chr01	34502114	19.372
7	21155000	Chr03	21608572	28.688
6	24916000	Chr06	24961414	9.256
11	9299000	Chr07	14897757	15.53
9	8002000	Chr08	12715817	6.135
11	800000	Chr11	1118075	24.278
1	42250000	Chr01	42294267	22.795
9	8726000	Chr07	19103593	10.721
9	8619000	Chr04	25364671	25.726
11	1015000	Chr04	9905482	5.263
2	31652000	Chr02	31848922	32.872
6	15728000	Chr06	16123533	6.991
4	28045000	Chr04	30885944	6.327
1	42052000	Chr03	28793751	11.75
1	30891000	Chr01	30624003	27.671
6	22532000	Chr04	20302999	20.112
11	26383000	Chr11	25782922	40
11	11666000	Chr06	12698214	34.52
8	3974000	Chr06	7117647	5.27
11	19603000	Chr11	19539115	6.798
8	0	Chr08	429112	17.455
3	13901000	Chr03	13663014	8.245
6	7092000	Chr06	6915097	19.529
5	15897000	Chr09	12201282	5.253
2	4263000	Chr02	4416712	14.155
12	18272000	Chr12	17657324	5.308
10	19375000	Chr10	7642273	18.374
4	4919000	Chr04	3634347	21.175
11	7114000	Chr11	7435851	14.374
2	19755000	Chr02	19590303	16.165
7	18806000	Chr07	18907228	25.905
9	10160000	Chr11	10216411	9.108
6	5005000	Chr06	4802761	8.609
5	16512000	Chr07	8997631	5.25
7	121000	Chr07	137826	27.88
3	266000	Chr03	267757	40
7	121000	Chr07	138322	18.404
10	9357000	Chr10	6088403	6.488
11	16778000	Chr11	16508947	10.14
1	42375000	Chr01	42439788	28.515
12	8862000	Chr12	9469705	22.643
4	32757000	Chr04	33305956	17.596
8	16874000	Chr03	24484368	6.471
3	30345000	Chr03	30370935	29.018
4	23245000	Chr06	7206871	5.57
10	6406000	Chr10	7254141	13.256
11	3177000	Chr03	26256285	5.731
1	32325000	Chr01	32316107	40
8	5786000	Chr08	8024526	15.357
10	9630000	Chr10	9701249	40
11	27117000	Chr11	27670867	14.077
3	15598000	Chr07	19272785	5.113
9	20212000	Chr09	20256333	38.803
11	17015000	Chr02	5236770	31.251
1	41765000	Chr01	41813595	37.497
4	31427000	Chr05	20041806	5.552
7	3284000	Chr07	3600035	11.694
6	15728000	Chr06	11975868	5.853
6	1367000	Chr10	17085626	9.155
11	28867000	Chr05	14472574	6.26
2	19863000	Chr02	19233769	14.621
10	20006000	Chr10	20087900	40
5	18477000	Chr05	18575659	15.516
1	600000	Chr01	934461	16.74
12	16258000	Chr11	27034937	19.534
3	17189000	Chr03	271472	5.944
2	16460000	Chr02	17082651	28.99
2	0	Chr09	21319836	5.237
9	15818000	Chr09	16146117	20.641
3	33894000	Chr10	21616581	8.521
4	31098000	Chr04	31316537	12.113
6	5362000	Chr02	8781840	5.109
4	13625000	Chr04	13667371	12.109
4	23006000	Chr02	30891439	5.309
3	266000	Chr10	23188019	32.45
4	30891000	Chr04	30737707	7.835
9	10018000	Chr04	7083299	5.365
2	8015000	Chr01	6817865	38.328
9	8961000	Chr04	22066155	12.825
4	22610000	Chr04	22882052	18.223
6	3582000	Chr04	9956545	5.094
5	15897000	Chr04	22283828	7.654
1	33843000	Chr01	34284850	18.953
9	9520000	Chr03	22506118	9.286
1	30891000	Chr01	30987813	25.307
6	9889000	Chr08	5991017	5.279
3	29227000	Chr07	28119212	16.019
2	9924000	Chr02	10165011	29.205
12	3135000	Chr12	3606668	31.253
3	14864000	Chr01	38815514	5.313
9	8961000	Chr09	2556300	12.535
4	23245000	Chr04	23277748	19.521
7	23847000	Chr03	18932921	17.25
3	2160000	Chr03	2188607	21.274
7	8757000	Chr07	9331855	11.348
2	1646000	Chr02	2030821	6.929
1	24563000	Chr01	34539772	5.972
6	29809000	Chr06	29876785	6.861
9	7828000	Chr01	39947256	5.296
4	23501000	Chr10	17965441	5.466
6	2952000	Chr06	3017491	15.978
9	6587000	Chr09	6060415	22.269
5	21427000	Chr03	4374037	18.052
11	18782000	Chr11	18753533	17.512
4	19823000	Chr11	2275482	6.073
11	10686000	Chr11	10832413	33.303
2	19677000	Chr02	19590633	7.441
4	33684000	Chr03	24745851	5.838
11	7114000	Chr11	7477948	15.342
11	10626000	Chr11	13207701	20.601
4	30154000	Chr09	18353926	16.532
12	10774000	Chr12	10891050	23.675
7	637000	Chr07	370586	20.337
9	11272000	Chr01	34400894	6.309
6	5244000	Chr06	5260750	40
2	4180000	Chr02	4194851	25.993
3	27455000	Chr03	27481543	9.091
7	6028000	Chr07	6035722	16.459
6	1699000	Chr06	1707747	26.985
7	1191000	Chr07	1561876	18.122
2	8810000	Chr01	6817864	6.518
6	7176000	Chr06	7229494	29.078
2	10189000	Chr02	8699669	6.096
3	28630000	Chr10	439626	5.939
12	25835000	Chr12	26666584	21.598
3	2160000	Chr03	2187303	28.825
9	7753000	Chr09	6195438	19.752
1	32719000	Chr01	32722382	22.504
5	27916000	Chr08	3077786	11.129
1	4646000	Chr01	4747525	20.04
6	3292000	Chr01	34784504	5.122
2	16555000	Chr12	26103876	21.321
1	31703000	Chr01	31386121	10.142
6	9889000	Chr06	10125838	14.958
1	35543000	Chr01	35196809	27.358
5	28396000	Chr05	28527634	16.471
6	11071000	Chr06	11159618	16.842
11	17015000	Chr11	17255920	15.866
6	5045000	Chr04	20690466	20.428
3	0	Chr03	270737	25.457
1	34861000	Chr01	34673783	14.149
12	10741000	Chr12	10428782	9.23
3	266000	Chr03	270955	15.567
4	23006000	Chr01	6079543	6.948
5	2465000	Chr10	3208238	6.864
11	18782000	Chr06	18121684	5.165
9	8160000	Chr03	1142666	15.393
6	9655000	Chr04	19247761	5.309
1	42375000	Chr10	20340191	18.617
5	21939000	Chr07	137090	5.337
9	19805000	Chr09	19595103	20.214
9	20590000	Chr12	1592846	11.323
6	1699000	Chr06	1775892	13.825
9	18767000	Chr09	18978722	5.421
3	35957000	Chr03	36189096	10.932
4	4188000	Chr04	4212153	15.303
11	24449000	Chr11	24783396	5.106
9	10748000	Chr03	21516229	10.489
1	33286000	Chr04	5650053	5.933
7	121000	Chr07	138707	7.395
1	9713000	Chr02	15729001	5.352
5	21417000	Chr03	25227388	8.422
9	942000	Chr09	2190707	8.572
6	5362000	Chr06	5417385	39.279
9	8160000	Chr07	25498935	9.11
1	35966000	Chr01	37649670	15.863
2	16555000	Chr02	18110050	17.703
3	26585000	Chr09	11401050	25.16
5	21438000	Chr11	539362	16.094
9	17038000	Chr09	17171724	38.987
10	9357000	Chr10	10011846	12.289
4	33684000	Chr10	15625595	5.187
1	30502000	Chr12	15822297	11.919
4	23501000	Chr01	34500305	7.29
7	22011000	Chr03	7071196	5.134
9	9644000	Chr01	6234538	6.476
5	19123000	Chr05	18742624	13.557
5	21438000	Chr03	29808339	18.01
3	18076000	Chr01	21668615	14.408
12	19563000	Chr07	436649	7.23
1	566000	Chr01	197411	11.82
12	19706000	Chr03	30697625	5.763
3	23484000	Chr04	23052142	6.135
10	9357000	Chr10	10118152	26.818
11	800000	Chr11	1031658	40
6	10823000	Chr02	22898839	25.303
9	11272000	Chr03	23711525	4.992
1	5375000	Chr01	5217976	5.769
2	15886000	Chr02	16147582	10.567
1	32897000	Chr01	32965058	23.463
6	2913000	Chr06	2313200	5.494
1	32107000	Chr01	32121297	37.977
4	23006000	Chr06	29412998	8.881
3	266000	Chr03	272078	39.456
6	3133000	Chr06	3291302	40
11	2474000	Chr11	2602909	11.696
5	21417000	Chr04	26970477	6.77
3	22493000	Chr07	21304254	11.438
9	7753000	Chr06	14296638	13.871
2	10189000	Chr02	10545234	20.159
5	6214000	Chr05	6335528	33.323
3	28271000	Chr03	28297023	14.808
9	16360000	Chr02	8720926	6.331
1	33618000	Chr01	33726519	7.891
10	17466000	Chr08	23941079	17.473
9	8726000	Chr01	23535498	6.358
8	24925000	Chr08	25223370	14.119
6	2886000	Chr06	2883131	17.332
9	1319000	Chr09	3141699	26.171
8	26358000	Chr05	29027597	22.284
8	18784000	Chr08	18822088	32.877
1	40895000	Chr04	1485803	8.495
3	17376000	Chr03	269493	7.473
1	35543000	Chr01	34673782	15.197
1	35135000	Chr01	35325422	5.802
2	19755000	Chr02	20014981	8.514
3	266000	Chr03	268707	30.469
9	9369000	Chr08	8888384	8.022
5	27444000	Chr08	12141497	5.455
5	21323000	Chr11	7867930	12.655
6	4869000	Chr04	14675216	7.298
5	21427000	Chr05	21640484	11.982
12	725000	Chr12	722487	7.899
2	31395000	Chr02	31526617	5.409
6	4499000	Chr06	4485163	17.694
12	19477000	Chr12	19416532	7.762
4	23245000	Chr12	2746906	5.25
2	8720000	Chr02	8773481	10.187
6	28654000	Chr04	35325709	5.803
9	10833000	Chr10	15818179	5.425
9	8002000	Chr04	29586166	6.338
9	8726000	Chr03	11168018	13.529
4	21418000	Chr09	21161689	14.425
5	21939000	Chr09	20875495	5.098
1	30563000	Chr01	30856459	20.648
6	10697000	Chr06	19408897	4.942
2	19305000	Chr02	19454300	19.155
1	40895000	Chr01	41089972	7.805
2	19977000	Chr02	17500848	7.173
5	17438000	Chr04	22406071	23.863
8	19452000	Chr06	25272545	18.514
8	8580000	Chr03	26598387	5.273
4	22610000	Chr05	16462353	8.905
5	21438000	Chr02	33724943	8.208
6	3952000	Chr01	11425188	5.436
11	21054000	Chr09	16278439	6.176
9	8160000	Chr11	19806914	6.293
5	6214000	Chr05	6332705	40
5	21438000	Chr10	20948891	5.12
11	800000	Chr11	1024639	21.561
8	7862000	Chr03	31114382	6.643
3	266000	Chr03	268323	27.604
1	12367000	Chr02	22598395	5.36
3	4587000	Chr03	4878789	16.246
11	27332000	Chr11	27222145	14.644
1	31855000	Chr01	31897165	16.72
11	1929000	Chr11	2194768	6.771
12	3843000	Chr06	23127037	5.687
6	4499000	Chr06	4783044	17.354
9	9369000	Chr01	39072170	7.69
1	18779000	Chr02	3278291	9.498
11	19277000	Chr11	18817223	11.004
9	6119000	Chr09	6385831	7.563
5	18477000	Chr02	4907427	5.652
6	3133000	Chr06	3290001	12.408
