chrX	startX	stopX	chrY	startY	stopY
3	35491188	35492612	Chr03	32476623	32478022
1	18796577	18810346	Chr01	18506199	18519975
11	18925408	18927546	Chr11	18810653	18812819
2	8270339	8270540	Chr02	8533596	8533797
1	32032959	32033534	Chr01	31244249	31244801
4	2376197	2376748	Chr04	16101254	16101814
5	5990672	5991952	Chr05	5368562	5369844
8	20939327	20940998	Chr06	15398161	15399838
10	18736200	18743846	Chr07	15981483	15989135
1	4007803	4008450	Chr01	4072349	4072974
2	9540472	9555001	Chr02	9853319	9867819
12	8526046	8528845	Chr12	8954324	8957107
1	22703971	22708208	Chr01	934390	938628
5	14206833	14208685	Chr08	5623619	5625463
2	8538033	8539761	Chr11	221184	222943
8	907225	925090	Chr08	946029	963729
10	1532047	1533973	Chr10	1663109	1665041
12	8118659	8121026	Chr12	8538395	8540727
8	17942057	17944069	Chr05	25290025	25287973
12	24430516	24430708	Chr12	23322175	23322367
2	18231801	18232836	Chr02	18778141	18779176
5	15739589	15764638	Chr05	14644635	14669696
3	21064181	21069674	Chr03	20225232	20230726
4	16956817	16957951	Chr04	16063110	16064289
3	25004688	25041523	Chr03	24056806	24093734
11	16091470	16091579	Chr11	21316794	21316683
3	30209561	30218566	Chr03	27732758	27741765
9	2400377	2400676	Chr09	2498661	2498959
10	10135725	10136573	Chr07	23671508	23670699
9	117130	117549	Chr08	26093442	26093862
1	19647945	19648730	Chr09	5496590	5495802
11	965501	967137	Chr11	945011	946587
2	1043740	1050590	Chr02	1070845	1077707
6	15786022	15786755	Chr06	18813439	18814174
6	13768264	13769016	Chr05	12109179	12108427
8	8290010	8290238	Chr08	7947474	7947701
8	18180391	18180930	Chr08	19383207	19383740
6	7111615	7115609	Chr06	6488823	6492819
1	13546800	13547402	Chr01	13579321	13579916
4	19501542	19502114	Chr04	18759202	18759774
12	15983583	15983915	Chr12	20740403	20740068
2	15748697	15757569	Chr02	16317519	16326446
8	14166383	14168545	Chr08	14851543	14853705
6	28859792	28888953	Chr06	27619631	27648833
2	16559067	16560821	Chr11	13400560	13402305
5	15999229	16008765	Chr05	14924854	14934384
1	20129161	20130599	Chr01	31593598	31595033
3	5188283	5237437	Chr03	5463401	5512611
10	3726710	3761448	Chr10	4085475	4120259
4	29132856	29134003	Chr04	28716605	28717748
12	7815454	7815778	Chr12	15103510	15103181
3	17625288	17668534	Chr03	17275170	17318418
9	1393852	1395137	Chr09	3830707	3829419
11	15611257	15616789	Chr11	15587066	15592621
2	16967296	16967710	Chr02	18797800	18798214
7	1518464	1543976	Chr07	960554	986069
8	16861731	16865948	Chr08	18100067	18104247
8	4694896	4717485	Chr08	4246111	4268730
11	6253831	6253918	Chr06	2643450	2643363
6	27075698	27087275	Chr06	25854550	25866131
6	1985441	2000856	Chr06	1858124	1873556
12	22078729	22079442	Chr12	16365767	16365055
10	2220847	2221689	Chr10	5663320	5664162
8	7069027	7071573	Chr08	6525164	6527615
3	2036977	2037286	Chr03	2325494	2325802
9	5645680	5645911	Chr06	16771511	16771279
9	2207485	2213483	Chr09	2320520	2326563
4	11721231	11722578	Chr04	5674609	5673277
4	3997247	3997547	Chr04	4219300	4219600
11	10069914	10121233	Chr11	9248109	9299504
3	29339846	29364308	Chr03	27181030	27205477
11	11997264	12001504	Chr11	13181043	13185267
10	8959216	8960033	Chr06	2309878	2310694
9	2396462	2400377	Chr09	2494599	2498518
10	4521481	4526533	Chr10	4789903	4794944
11	16760243	16766636	Chr11	16624280	16630675
7	4801932	4803219	Chr10	16399060	16397768
3	20248522	20283500	Chr03	19620120	19654971
9	10268443	10269273	Chr09	10696315	10697141
6	21661322	21661892	Chr06	20108500	20109079
12	6416132	6420213	Chr10	3805559	3801498
5	22297126	22310315	Chr05	20660329	20673531
6	10190887	10200004	Chr06	8670847	8679997
12	2946522	2968671	Chr12	3046635	3068773
11	6133697	6134938	Chr12	7238491	7239732
12	24659856	24691095	Chr12	23475323	23506592
1	14534209	14536520	Chr04	18266953	18264700
1	25189501	25190008	Chr01	21471952	21471441
1	14163266	14164033	Chr06	18417014	18416247
1	30351198	30377092	Chr01	29413942	29439883
11	28761721	28766447	Chr11	26202128	26197443
8	16789477	16798781	Chr08	18038181	18047451
6	28826838	28831251	Chr06	27579265	27583678
11	6894690	6894940	Chr09	19055662	19055414
2	18152528	18153644	Chr02	18711585	18712703
2	18786174	18811706	Chr02	19437292	19462769
3	22867938	22879447	Chr11	11711024	11699513
3	30877705	30877982	Chr05	22118724	22118447
11	26981107	26981959	Chr11	26904801	26905659
7	21650042	21650125	Chr03	3964253	3964170
9	21816391	21836016	Chr09	19678879	19698447
7	23267113	23277029	Chr07	22449164	22459082
4	4225026	4226263	Chr04	4454381	4455700
11	25376819	25377549	Chr11	10573626	10572788
11	10709847	10714759	Chr11	2279157	2274250
11	21109608	21118724	Chr11	20328817	20337967
4	28307112	28312078	Chr04	8311272	8306301
6	7029784	7029979	Chr06	6391709	6391904
9	17250859	17263021	Chr09	15531371	15543533
4	9008103	9010307	Chr04	4696831	4699025
1	19294697	19296362	Chr01	19010203	19011869
5	16091743	16097022	Chr06	8048354	8053667
8	5504187	5509568	Chr05	16593870	16588500
11	23310984	23311903	Chr11	22333465	22334391
5	5412936	5509716	Chr05	4799542	4896314
3	20195180	20224825	Chr03	19580994	19610636
6	3148244	3151285	Chr06	19149207	19146166
12	7347772	7363194	Chr12	7248752	7264195
8	3445871	3460472	Chr08	3195471	3210078
2	5361052	5530189	Chr02	5351055	5520150
8	11962762	11964621	Chr10	11600273	11598424
5	2088373	2091651	Chr05	1751896	1755213
5	1741875	1742368	Chr11	27036272	27035797
8	23143557	23160899	Chr08	24108634	24125915
4	1524514	1524954	Chr04	1447466	1447910
2	20364844	20365505	Chr02	21097822	21098475
5	27761827	27762318	Chr05	26075547	26076038
11	27873155	27879923	Chr11	26626309	26633102
10	16510683	16512509	Chr10	16545586	16547410
11	5329126	5329415	Chr02	16467606	16467321
6	13499425	13542837	Chr06	12432284	12475703
4	28320395	28320639	Chr04	4537937	4537694
4	12531083	12543823	Chr04	11683738	11696496
7	1927327	1939202	Chr07	1789700	1801498
2	20360524	20364481	Chr02	21076120	21080146
10	4584766	4600536	Chr10	4845585	4861347
12	13840638	13844091	Chr12	14123182	14119742
7	26213051	26213437	Chr08	21582529	21582143
11	30147445	30148048	Chr11	14318314	14318917
1	21244678	21247345	Chr01	12782984	12780298
6	6487553	6489727	Chr06	5818746	5820920
10	5741918	5744852	Chr10	6089037	6091906
12	21145930	21157509	Chr12	19747860	19759358
11	28184995	28186231	Chr11	26894622	26893418
9	9032781	9033534	Chr05	2070376	2069626
3	21891072	21912157	Chr03	21018409	21039463
1	7226260	7229240	Chr01	7306099	7309080
7	18327985	18342975	Chr07	17801234	17816225
12	11232887	11235611	Chr01	12695157	12697865
11	2813275	2819787	Chr11	2828942	2835493
6	14297582	14299804	Chr06	13135368	13133158
9	490608	495567	Chr09	795726	800716
2	28589421	28596296	Chr02	29043800	29050688
3	1875073	1880733	Chr03	2165542	2171149
12	7125951	7128122	Chr12	9074157	9071979
